id,decision,decision__agree_n,confidence,confidence__agree_n,exclusion_criterion,exclusion_criterion__agree_n,n_models,unanimous,decision__qwen2.5-14b,decision__llama3.1-8b,decision__ministral-3-14b,exclusion_criterion__qwen2.5-14b,exclusion_criterion__llama3.1-8b,exclusion_criterion__ministral-3-14b,confidence__qwen2.5-14b,confidence__llama3.1-8b,confidence__ministral-3-14b
MJZLX69C,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
MLQR329J,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
MLTZN3XF,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
MM63P6HL,Exclude,3,95,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,90,100,95
MMFKALJY,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
MNI4XJYY,Exclude,2,85,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,85,80,90
MNMYW5ZI,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
MP8649CQ,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,90,95
MQ2L36SA,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
MQ5T68WJ,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
MSLL2NLZ,Exclude,2,85,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,80,80,95
MTSKXLAE,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
MUGAG6YI,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
MUYYET5W,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
MWZWT473,Exclude,2,68,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,30,80,95
MYIIFHLQ,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
MYWW5B3B,Include,2,82,3,,0,3,False,Include,Exclude,Include,,E2,,70,80,95
MZES5LJ3,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
MZYE4BCX,Include,2,97,3,,0,3,False,Include,Exclude,Include,,E2,,95,100,95
N3I7H2XP,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
N3NW2283,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
N4DVQJRU,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
N5JPVDCW,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
N7EVWCKJ,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
N7NK9WKJ,Include,3,92,3,,0,3,True,Include,Include,Include,,,,95,80,100
N8IZ2XSD,Exclude,3,90,3,E2,2,3,True,Exclude,Exclude,Exclude,E2,E2,E5,95,80,95
N9UZRNJY,Exclude,2,92,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,80,100,95
N9W36BET,Include,3,89,3,,0,3,True,Include,Include,Include,,,,92,80,95
NA7FRTMW,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
NASEER7C,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
NBN2QXSN,Exclude,3,90,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,80,100
NCVGLSYS,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
NH5DB6CT,Include,2,92,3,,0,3,False,Include,Exclude,Include,,E2,,100,80,95
NJUNS8CB,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
NKUICI4J,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
NLGQ46YJ,Exclude,2,90,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,95,80,95
NQ8YJVID,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
NQLHFQWL,Exclude,3,90,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,90,80,100
NU9MU4PM,Include,3,98,3,,0,3,True,Include,Include,Include,,,,95,100,100
NUGE4ZPV,Exclude,2,90,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,95,80,95
NUVJ2AWJ,Exclude,3,90,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,80,100
NWR5DHMU,Exclude,3,91,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,98,80,95
NXGU8WAK,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
P235GS8Y,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
P2L32YK8,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
P6FKKB2Y,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
P7QY6FND,Include,3,92,3,,0,3,True,Include,Include,Include,,,,95,80,100
P94R7L9S,Include,2,88,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,98
PAMYGH6K,Exclude,3,83,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,75,80,95
PCKAGHR4,Exclude,3,65,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,20,80,95
PEK8DPBG,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
PFKYBHRX,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
PGGVUIHY,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
PGKGX5E5,Exclude,3,72,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,20,100,95
PI6IYEED,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
PILG5GYI,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
PJEXMRHW,Include,3,87,3,,0,3,True,Include,Include,Include,,,,85,80,95
PJJYGTBR,Include,2,91,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,98
PKM2QFBB,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
PL4N29M2,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
PMZTGIA7,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
PNQP4AWD,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
PNZ35QZQ,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
PP84RZFL,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
PQB4JSN9,Exclude,3,93,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,90
PQDBMI8L,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
PQHYFN3B,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
PRGFIX2A,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
PTAMM9RQ,Exclude,2,95,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,90,100,95
PTYU87MM,Exclude,3,77,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,30,100,100
PWNM5UGY,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
PY3WRU9R,Exclude,2,95,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,100,100,85
PY4Z5TI8,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
Q2UHE2RX,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
Q4V348RR,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
Q5QF6K8E,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
Q7NI2PPT,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
Q7U7B9HG,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
Q8IYTE8N,Exclude,2,92,3,,0,3,False,Include,Exclude,Exclude,,E2,E5,95,80,100
Q8NY56FD,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
QBN6UZDS,Exclude,2,78,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,50,100,85
QC42ERYB,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
QFXN36E2,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
QGYTH8VR,Exclude,3,91,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,98,80,95
QHRPZNJN,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
QI2G4UHK,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,90,100,100
QLYWTRUZ,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
QNWGDMG3,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
QPLCYDNK,Exclude,2,97,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,95,100,95
QQN955LQ,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
QRKPIAXR,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
QRYQWPZT,Exclude,3,93,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,80,100
QT4HI7D7,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
QTKYUQA3,Include,3,92,3,,0,3,True,Include,Include,Include,,,,100,80,95
QTLJJVET,Exclude,3,97,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,90,100,100
QTUKRHSU,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
QUU2824Q,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
QUZFV828,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
QVSFMNAS,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
QVSWM9HH,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
QW29SI8J,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
QWA8Q9E4,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
QXF7SHQW,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
QXSPIHAM,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
QY8S4GQ6,Exclude,2,90,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,95,80,95
QZ79J3SM,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
R2QC5BMH,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
R3HC242G,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
R464EQAX,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,95
R53ZSX8E,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
R5BHCSNB,Exclude,2,88,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,90,80,95
R5XSAXIJ,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
R6Y6M4ZC,Exclude,2,97,3,,0,3,False,Include,Exclude,Exclude,,E2,E5,100,100,90
R7JCXU9W,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
R7SLMYIG,Include,3,87,3,,0,3,True,Include,Include,Include,,,,85,80,95
R9Z6WDHR,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
RCDVGG7N,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
RCZWGNLE,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
RD4IY5DP,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
RDBICWGI,Include,3,93,3,,0,3,True,Include,Include,Include,,,,98,80,100
RGHI2I3Z,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
RGUXMWI9,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
RJ5VU3I3,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
RJI9BVMU,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
RJSEIMYV,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
RKBB48DT,Include,2,92,3,,0,3,False,Include,Include,Exclude,,,E2,100,80,95
RKTAKXIL,Exclude,3,93,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,80,100
RMM4BGUV,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
RPAZNE7J,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
RPNAEWC3,Include,3,100,3,,0,3,True,Include,Include,Include,,,,100,100,100
RPR3L57K,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
RR3QTT5Y,Exclude,3,95,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,85,100,100
RRN6E693,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
RTI2QE35,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
RTRRZSFI,Include,3,87,3,,0,3,True,Include,Include,Include,,,,85,80,95
RZASH2ZB,Exclude,2,85,3,,0,3,False,Include,Exclude,Exclude,,E2,E5,85,80,90
S23I4YUP,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
S2MPQM6L,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
S3MV7MWV,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
S3UXH8IF,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
S72UDF9Z,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
S7XN2R85,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
S8UH5GQU,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
SA267WJS,Exclude,3,77,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,30,100,100
SB73HMH4,Exclude,3,90,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,80,100
SBVYR9WG,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
SDETA6G2,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
SE6R6W4M,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
SFT3J8QK,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
SHGEI7NB,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
SHPQASXG,Exclude,3,77,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,30,100,100
SK8X8RUI,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
SL7QNT6G,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
SM5B6M6P,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
SNYBTVSQ,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,95
SPLEPT8B,Exclude,3,99,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,98,100,100
SPRD3MJ7,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
SQRWLR3D,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
SRNA3HFM,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
STKFZP3G,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
SV5VAGQX,Exclude,3,93,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,80,100
SVU4UGVM,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
SX8VAB95,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
SXKXTPBC,Include,2,88,3,,0,3,False,Include,Exclude,Include,,E2,,100,80,85
SYC42CS4,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
SZLKMUYS,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
T4TBLLL4,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
T5HGQA6V,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
T5NS5N38,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
T66CUXQU,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
T79JZHSB,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
TAQPIJ9T,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
TCLRDSGJ,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
TEEXTGHZ,Exclude,2,87,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,85,80,95
TGISTZ7N,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
THSY8H5B,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
TI48389H,Include,3,94,3,,0,3,True,Include,Include,Include,,,,95,90,98
TICZZVV7,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
TIJS92NC,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
TKAH4VET,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
TM5GTP2T,Include,3,98,3,,0,3,True,Include,Include,Include,,,,95,100,100
TMF2ZNZ5,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
TN69IPZ6,Include,3,97,3,,0,3,True,Include,Include,Include,,,,95,100,95
TRGSKS3S,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
TSB5IHGT,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
TTIYZE39,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
TTK3RH8P,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
TTW7XNTN,Exclude,3,75,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,50,80,95
TV8T4CDQ,Exclude,2,85,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,80,80,95
TV9F4LTQ,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
TVSHQXTG,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
TWWB28WS,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
TYBZXGTA,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
TYPR358H,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
TZWPMNGH,Include,3,87,3,,0,3,True,Include,Include,Include,,,,85,80,95
U37C95P8,Exclude,2,97,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,95,100,95
U3CCVVA4,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
U3CMMRYY,Include,2,92,3,,0,3,False,Include,Exclude,Include,,E2,,98,80,98
U3EFVL9F,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
U54F8N28,Include,3,90,3,,0,3,True,Include,Include,Include,,,,75,100,95
U5WPSRFC,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
U6BGIA47,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
U6M8ZES5,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
U6WV4CTR,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,95,100,95
U7U49P8X,Exclude,3,93,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,80,100
U85X24LJ,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
U9Q46P4G,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
UC4XQGLY,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
UCCYR6DP,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
UEKVW5CW,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
UG79BIQZ,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
UGCHRIQB,Exclude,3,98,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,95,100,100
UGKL7A4Q,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
UHFUH5X7,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
UJEZFIXU,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
UJLQP28N,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
UK45FPKI,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
UKJVQS6F,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
UM5YWCER,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,70,100,100
UMATANIK,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
UMICHQHF,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
UMNB82CP,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
UMQZEZQ9,Exclude,3,92,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,80,95
UPDLRIRK,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
UQ29B7T3,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
UQ8BJKDZ,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
UQS8HY54,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
US82T35H,Exclude,3,70,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,30,80,100
USLX6Y7H,Include,3,97,3,,0,3,True,Include,Include,Include,,,,95,100,95
UTPD6JC4,Include,2,85,3,,0,3,False,Include,Exclude,Include,,E2,,80,80,95
UUDGZFKK,Include,2,92,3,,0,3,False,Include,Exclude,Include,,E2,,100,80,95
UUJFYUCH,Include,3,88,3,,0,3,True,Include,Include,Include,,,,85,80,100
UVT4VJEG,Exclude,3,95,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,90,100
UVY4JMGB,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
UW6Q5Y24,Exclude,3,93,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,80,100
UYXU3LH5,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
V3A82J23,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
V3SU39AY,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
V4FN68TB,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
V5C4PCVR,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
V5DGUQZB,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
V5T3AUCK,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
V6VM53WP,Exclude,2,92,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,100,80,95
V77Z5Z9G,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
V7MYRPNU,Include,2,97,3,,0,3,False,Include,Include,Exclude,,,E2,95,100,95
V8Y8F2HQ,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
